Title,SentencesCount,Category1,Category2,Category3,Link,EnTitle,EnCat1,EnCat2,EnCat3,EnLink
ترک‌خوردگی ازون,15,علم مواد,متالورژی,خوردگی,https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AF%DA%AF%DB%8C_%D8%A7%D8%B2%D9%88%D9%86,Ozone cracking,Materials science,Metallurgy,Corrosion,https://en.wikipedia.org/wiki/Ozone_cracking
خوردگی تنشی,36,علم مواد,متالورژی,خوردگی,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%AF%DA%AF%DB%8C_%D8%AA%D9%86%D8%B4%DB%8C,Stress corrosion cracking,Materials science,Metallurgy,Corrosion,https://en.wikipedia.org/wiki/Stress_corrosion_cracking
خوردگی شیاری,18,علم مواد,متالورژی,خوردگی,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%AF%DA%AF%DB%8C_%D8%B4%DB%8C%D8%A7%D8%B1%DB%8C,Crevice corrosion,Materials science,Metallurgy,Corrosion,https://en.wikipedia.org/wiki/Crevice_corrosion
غیرفعال‌سازی,16,علم مواد,متالورژی,خوردگی,https://fa.wikipedia.org/wiki/%D8%BA%DB%8C%D8%B1%D9%81%D8%B9%D8%A7%D9%84%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C,Passivation (chemistry),Materials science,Metallurgy,Corrosion,https://en.wikipedia.org/wiki/Passivation_(chemistry)
نمودار پوربه,59,علم مواد,متالورژی,خوردگی,https://fa.wikipedia.org/wiki/%D9%86%D9%85%D9%88%D8%AF%D8%A7%D8%B1_%D9%BE%D9%88%D8%B1%D8%A8%D9%87,Pourbaix diagram,Materials science,Metallurgy,Corrosion,https://en.wikipedia.org/wiki/Pourbaix_diagram
نیکلاس کوپرنیک,27,اخترشناسی,تاریخ اخترشناسی,,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%DA%A9%D9%84%D8%A7%D8%B3_%DA%A9%D9%88%D9%BE%D8%B1%D9%86%DB%8C%DA%A9,Nicolaus Copernicus,Astronomy,History of astronomy,,https://en.wikipedia.org/wiki/Nicolaus_Copernicus
آلفا قنطورس,16,اخترشناسی,ستارگان,,https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D9%81%D8%A7_%D9%82%D9%86%D8%B7%D9%88%D8%B1%D8%B3,Alpha Centauri,Astronomy,Stars,,https://en.wikipedia.org/wiki/Alpha_Centauri
رده‌بندی ستارگان,22,اخترشناسی,ستارگان,,https://fa.wikipedia.org/wiki/%D8%B1%D8%AF%D9%87%E2%80%8C%D8%A8%D9%86%D8%AF%DB%8C_%D8%B3%D8%AA%D8%A7%D8%B1%DA%AF%D8%A7%D9%86,Stellar classification,Astronomy,Stars,,https://en.wikipedia.org/wiki/Stellar_classification
۱۷پی هولمز,16,اخترشناسی,منظومه‌های سیاره‌ای,منظومه شمسی,https://fa.wikipedia.org/wiki/%DB%B1%DB%B7%D9%BE%DB%8C_%D9%87%D9%88%D9%84%D9%85%D8%B2,Comet Holmes,Astronomy,Planetary systems,Solar System,https://en.wikipedia.org/wiki/Comet_Holmes
سیارک,15,اخترشناسی,منظومه‌های سیاره‌ای,منظومه شمسی,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D8%B1%DA%A9,Asteroid,Astronomy,Planetary systems,Solar System,https://en.wikipedia.org/wiki/Asteroid
شب یلدا,61,اخترشناسی,منظومه‌های سیاره‌ای,منظومه شمسی,https://fa.wikipedia.org/wiki/%D8%B4%D8%A8_%DB%8C%D9%84%D8%AF%D8%A7,Yald%C4%81 Night,Astronomy,Planetary systems,Solar System,https://en.wikipedia.org/wiki/Yald%C4%81_Night
وویجر,20,اخترشناسی,منظومه‌های سیاره‌ای,منظومه شمسی,https://fa.wikipedia.org/wiki/%D9%88%D9%88%DB%8C%D8%AC%D8%B1,Voyager program,Astronomy,Planetary systems,Solar System,https://en.wikipedia.org/wiki/Voyager_program
ادبیات دیجیتالی,15,فناوری,,,https://fa.wikipedia.org/wiki/%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA_%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84%DB%8C,Electronic literature,Technology,,,https://en.wikipedia.org/wiki/Electronic_literature
بسته‌بندی,17,فناوری,,,https://fa.wikipedia.org/wiki/%D8%A8%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A8%D9%86%D8%AF%DB%8C,Packaging and labeling,Technology,,,https://en.wikipedia.org/wiki/Packaging_and_labeling
رباتیک ابری,22,فناوری,,,https://fa.wikipedia.org/wiki/%D8%B1%D8%A8%D8%A7%D8%AA%DB%8C%DA%A9_%D8%A7%D8%A8%D8%B1%DB%8C,Cloud robotics,Technology,,,https://en.wikipedia.org/wiki/Cloud_robotics
فتوولتائیک,30,فناوری,,,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D9%88%D9%88%D9%84%D8%AA%D8%A7%D8%A6%DB%8C%DA%A9,Photovoltaics,Technology,,,https://en.wikipedia.org/wiki/Photovoltaics
فناوری آموزشی,30,فناوری,,,https://fa.wikipedia.org/wiki/%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C_%D8%A2%D9%85%D9%88%D8%B2%D8%B4%DB%8C,Educational technology,Technology,,,https://en.wikipedia.org/wiki/Educational_technology
قفل‌شکنی آی‌اواس,25,فناوری,,,https://fa.wikipedia.org/wiki/%D9%82%D9%81%D9%84%E2%80%8C%D8%B4%DA%A9%D9%86%DB%8C_%D8%A2%DB%8C%E2%80%8C%D8%A7%D9%88%D8%A7%D8%B3,IOS jailbreaking,Technology,,,https://en.wikipedia.org/wiki/IOS_jailbreaking
نوآوری,19,فناوری,,,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%A2%D9%88%D8%B1%DB%8C,Innovation,Technology,,,https://en.wikipedia.org/wiki/Innovation
امنیت فناوری اطلاعات,34,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%86%DB%8C%D8%AA_%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C_%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA,Information technology security assessment,Technology,Information technology,,https://en.wikipedia.org/wiki/Information_technology_security_assessment
بانکداری الکترونیک,16,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9%D8%AF%D8%A7%D8%B1%DB%8C_%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9,Online banking,Technology,Information technology,,https://en.wikipedia.org/wiki/Online_banking
فرایند پشتیبانی,16,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%DB%8C%D9%86%D8%AF_%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C,Backup,Technology,Information technology,,https://en.wikipedia.org/wiki/Backup
فناوری اطلاعات سلامت,20,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C_%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA_%D8%B3%D9%84%D8%A7%D9%85%D8%AA,Health information technology,Technology,Information technology,,https://en.wikipedia.org/wiki/Health_information_technology
فناوری شهروندی,30,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C_%D8%B4%D9%87%D8%B1%D9%88%D9%86%D8%AF%DB%8C,Civic technology,Technology,Information technology,,https://en.wikipedia.org/wiki/Civic_technology
کسب‌وکار الکترونیک,16,فناوری,فناوری اطلاعات,,https://fa.wikipedia.org/wiki/%DA%A9%D8%B3%D8%A8%E2%80%8C%D9%88%DA%A9%D8%A7%D8%B1_%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9,Electronic business,Technology,Information technology,,https://en.wikipedia.org/wiki/Electronic_business
الگوریتم ژنتیک,39,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88%D8%B1%DB%8C%D8%AA%D9%85_%DA%98%D9%86%D8%AA%DB%8C%DA%A9,Genetic algorithm,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Genetic_algorithm
پروژه سایبرسین,19,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DA%98%D9%87_%D8%B3%D8%A7%DB%8C%D8%A8%D8%B1%D8%B3%DB%8C%D9%86,Project Cybersyn,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Project_Cybersyn
جعبه سیاه (سامانه),19,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D8%A8%D9%87_%D8%B3%DB%8C%D8%A7%D9%87_(%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87),Black box,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Black_box
درختان سریع و مقرون به صرفه,17,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%D8%AE%D8%AA%D8%A7%D9%86_%D8%B3%D8%B1%DB%8C%D8%B9_%D9%88_%D9%85%D9%82%D8%B1%D9%88%D9%86_%D8%A8%D9%87_%D8%B5%D8%B1%D9%81%D9%87,Fast-and-frugal trees,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Fast-and-frugal_trees
سامانه پیچیده,19,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87_%D9%BE%DB%8C%DA%86%DB%8C%D8%AF%D9%87,Complex system,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Complex_system
علم شبکه,89,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%B4%D8%A8%DA%A9%D9%87,Network science,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Network_science
علوم اعصاب محاسباتی,34,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%D9%88%D9%85_%D8%A7%D8%B9%D8%B5%D8%A7%D8%A8_%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA%DB%8C,Computational neuroscience,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Computational_neuroscience
کاشت حلزون,34,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B4%D8%AA_%D8%AD%D9%84%D8%B2%D9%88%D9%86,Cochlear implant,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Cochlear_implant
نشانه‌شناسی,15,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D9%86%D8%B4%D8%A7%D9%86%D9%87%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C,Semiotics,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Semiotics
هوش مصنوعی,39,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4_%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C,Artificial intelligence,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Artificial_intelligence
یادگیری ماشینی,20,فناوری,سیبرنتیک,,https://fa.wikipedia.org/wiki/%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%D8%A7%D8%B4%DB%8C%D9%86%DB%8C,Machine learning,Technology,Cybernetics,,https://en.wikipedia.org/wiki/Machine_learning
ورق آلومینیومی,15,فناوری,ابزارها,ابزارهای آشپزی,https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D9%82_%D8%A2%D9%84%D9%88%D9%85%DB%8C%D9%86%DB%8C%D9%88%D9%85%DB%8C,Aluminium foil,Technology,Tools,Food preparation utensils,https://en.wikipedia.org/wiki/Aluminium_foil
زنبورک (جنگ‌افزار),26,فناوری,ابزارها,جنگ‌افزارها,https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%A8%D9%88%D8%B1%DA%A9_(%D8%AC%D9%86%DA%AF%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1),Zamburak,Technology,Tools,Weapons,https://en.wikipedia.org/wiki/Zamburak
بطری پلاستیکی,17,فناوری,ابزارها,ظرف‌ها,https://fa.wikipedia.org/wiki/%D8%A8%D8%B7%D8%B1%DB%8C_%D9%BE%D9%84%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9%DB%8C,Plastic bottle,Technology,Tools,Containers,https://en.wikipedia.org/wiki/Plastic_bottle
تابوت عهد,25,فناوری,ابزارها,ظرف‌ها,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%A8%D9%88%D8%AA_%D8%B9%D9%87%D8%AF,Ark of the Covenant,Technology,Tools,Containers,https://en.wikipedia.org/wiki/Ark_of_the_Covenant
تولید شیشه,17,فناوری,ابزارها,ظرف‌ها,https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%84%DB%8C%D8%AF_%D8%B4%DB%8C%D8%B4%D9%87,Glass production,Technology,Tools,Containers,https://en.wikipedia.org/wiki/Glass_production
آندوسکوپی,27,فناوری,ابزارها,دستگاه‌های نوری,https://fa.wikipedia.org/wiki/%D8%A2%D9%86%D8%AF%D9%88%D8%B3%DA%A9%D9%88%D9%BE%DB%8C,Endoscopy,Technology,Tools,Optical devices,https://en.wikipedia.org/wiki/Endoscopy
دوربین,43,فناوری,ابزارها,دستگاه‌های نوری,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D8%A8%DB%8C%D9%86,Camera,Technology,Tools,Optical devices,https://en.wikipedia.org/wiki/Camera
دیود بهمنی تک‌فوتونی,34,فناوری,ابزارها,دستگاه‌های نوری,https://fa.wikipedia.org/wiki/%D8%AF%DB%8C%D9%88%D8%AF_%D8%A8%D9%87%D9%85%D9%86%DB%8C_%D8%AA%DA%A9%E2%80%8C%D9%81%D9%88%D8%AA%D9%88%D9%86%DB%8C,Single-photon avalanche diode,Technology,Tools,Optical devices,https://en.wikipedia.org/wiki/Single-photon_avalanche_diode
برند,16,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%86%D8%AF,Brand,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Brand
تبلیغات,21,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D9%84%DB%8C%D8%BA%D8%A7%D8%AA,Advertising,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Advertising
چاپ سنگی,17,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D9%BE_%D8%B3%D9%86%DA%AF%DB%8C,Lithography,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Lithography
طراحی وب,37,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C_%D9%88%D8%A8,Web design,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Web_design
گرافیک,81,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%DA%A9,Graphics,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Graphics
نقاشیخط,19,فناوری,ارتباطات,طراحی ارتباطات,https://fa.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4%DB%8C%D8%AE%D8%B7,Calligram,Technology,Communication,Communication design,https://en.wikipedia.org/wiki/Calligram
پارادوکس دوستی,21,فناوری,ارتباطات,شبکه‌های اجتماعی,https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%A7%D8%AF%D9%88%DA%A9%D8%B3_%D8%AF%D9%88%D8%B3%D8%AA%DB%8C,Friendship paradox,Technology,Communication,Social networks,https://en.wikipedia.org/wiki/Friendship_paradox
ریزوم (فلسفه),19,فناوری,ارتباطات,شبکه‌های اجتماعی,https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%B2%D9%88%D9%85_(%D9%81%D9%84%D8%B3%D9%81%D9%87),Rhizome (philosophy),Technology,Communication,Social networks,https://en.wikipedia.org/wiki/Rhizome_(philosophy)
سرمایه اجتماعی,64,فناوری,ارتباطات,شبکه‌های اجتماعی,https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87_%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,Social capital,Technology,Communication,Social networks,https://en.wikipedia.org/wiki/Social_capital
شبکه اجتماعی,15,فناوری,ارتباطات,شبکه‌های اجتماعی,https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%DA%A9%D9%87_%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,Social network,Technology,Communication,Social networks,https://en.wikipedia.org/wiki/Social_network
نظریه تعادل,16,فناوری,ارتباطات,شبکه‌های اجتماعی,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%B1%DB%8C%D9%87_%D8%AA%D8%B9%D8%A7%D8%AF%D9%84,Balance theory,Technology,Communication,Social networks,https://en.wikipedia.org/wiki/Balance_theory
آزادی رسانه,32,فناوری,ارتباطات,رسانه گروهی,https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%DB%8C_%D8%B1%D8%B3%D8%A7%D9%86%D9%87,Freedom of the press,Technology,Communication,Mass media,https://en.wikipedia.org/wiki/Freedom_of_the_press
تلویزیون,47,فناوری,ارتباطات,رسانه گروهی,https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86,Television,Technology,Communication,Mass media,https://en.wikipedia.org/wiki/Television
خبرنگاری,61,فناوری,ارتباطات,رسانه گروهی,https://fa.wikipedia.org/wiki/%D8%AE%D8%A8%D8%B1%D9%86%DA%AF%D8%A7%D8%B1%DB%8C,Journalism,Technology,Communication,Mass media,https://en.wikipedia.org/wiki/Journalism
رسانه گروهی,20,فناوری,ارتباطات,رسانه گروهی,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%A7%D9%86%D9%87_%DA%AF%D8%B1%D9%88%D9%87%DB%8C,Mass media,Technology,Communication,Mass media,https://en.wikipedia.org/wiki/Mass_media
محتوا (رسانه),15,فناوری,ارتباطات,رسانه گروهی,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%AA%D9%88%D8%A7_(%D8%B1%D8%B3%D8%A7%D9%86%D9%87),Content (media),Technology,Communication,Mass media,https://en.wikipedia.org/wiki/Content_(media)
پزشکی فیزیکی و توانبخشی,15,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C_%D9%81%DB%8C%D8%B2%DB%8C%DA%A9%DB%8C_%D9%88_%D8%AA%D9%88%D8%A7%D9%86%D8%A8%D8%AE%D8%B4%DB%8C,Physical medicine and rehabilitation,Engineering disciplines,,,https://en.wikipedia.org/wiki/Physical_medicine_and_rehabilitation
تحقیق در عملیات,16,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D8%AA%D8%AD%D9%82%DB%8C%D9%82_%D8%AF%D8%B1_%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA,Operations research,Engineering disciplines,,,https://en.wikipedia.org/wiki/Operations_research
خودکارسازی,21,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%AF%DA%A9%D8%A7%D8%B1%D8%B3%D8%A7%D8%B2%DB%8C,Automation,Engineering disciplines,,,https://en.wikipedia.org/wiki/Automation
شهرسازی,16,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%D8%B3%D8%A7%D8%B2%DB%8C,Municipal or urban engineering,Engineering disciplines,,,https://en.wikipedia.org/wiki/Municipal_or_urban_engineering
مهندسی برق,20,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C_%D8%A8%D8%B1%D9%82,Electrical engineering,Engineering disciplines,,,https://en.wikipedia.org/wiki/Electrical_engineering
مهندسی پلیمر,17,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C_%D9%BE%D9%84%DB%8C%D9%85%D8%B1,Polymer engineering,Engineering disciplines,,,https://en.wikipedia.org/wiki/Polymer_engineering
مهندسی کامپیوتر,19,رشته‌های مهندسی,,,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C_%DA%A9%D8%A7%D9%85%D9%BE%DB%8C%D9%88%D8%AA%D8%B1,Computer engineering,Engineering disciplines,,,https://en.wikipedia.org/wiki/Computer_engineering
آزمایش الک,25,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D9%85%D8%A7%DB%8C%D8%B4_%D8%A7%D9%84%DA%A9,Sieve analysis,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Sieve_analysis
اسیدشویی,15,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%DB%8C%D8%AF%D8%B4%D9%88%DB%8C%DB%8C,Pickling (metal),Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Pickling_(metal)
برج خنک‌کننده,33,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D8%AC_%D8%AE%D9%86%DA%A9%E2%80%8C%DA%A9%D9%86%D9%86%D8%AF%D9%87,Cooling tower,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Cooling_tower
پدیده‌های انتقال,24,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D9%BE%D8%AF%DB%8C%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84,Transport phenomena,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Transport_phenomena
ترمودینامیک,21,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%D9%85%D9%88%D8%AF%DB%8C%D9%86%D8%A7%D9%85%DB%8C%DA%A9,Thermodynamics,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Thermodynamics
شیشه سیلیسی,15,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B4%D9%87_%D8%B3%DB%8C%D9%84%DB%8C%D8%B3%DB%8C,Fused quartz,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Fused_quartz
فاضلاب,19,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B6%D9%84%D8%A7%D8%A8,Wastewater,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Wastewater
فرایند هم‌دما,33,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%DB%8C%D9%86%D8%AF_%D9%87%D9%85%E2%80%8C%D8%AF%D9%85%D8%A7,Isothermal process,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Isothermal_process
لاستیک مصنوعی,29,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9_%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C,Synthetic rubber,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Synthetic_rubber
موازنه جرم,15,رشته‌های مهندسی,مهندسی شیمی,,https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%A7%D8%B2%D9%86%D9%87_%D8%AC%D8%B1%D9%85,Mass balance,Engineering disciplines,Chemical engineering,,https://en.wikipedia.org/wiki/Mass_balance
آب‌های زیرزمینی,32,رشته‌های مهندسی,مهندسی عمران,مکانیک خاک,https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B2%DB%8C%D8%B1%D8%B2%D9%85%DB%8C%D9%86%DB%8C,Groundwater,Engineering disciplines,Civil engineering,Soil mechanics,https://en.wikipedia.org/wiki/Groundwater
کارل فون ترزاقی,15,رشته‌های مهندسی,مهندسی عمران,مکانیک خاک,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B1%D9%84_%D9%81%D9%88%D9%86_%D8%AA%D8%B1%D8%B2%D8%A7%D9%82%DB%8C,Karl von Terzaghi,Engineering disciplines,Civil engineering,Soil mechanics,https://en.wikipedia.org/wiki/Karl_von_Terzaghi
مکانیک خاک,79,رشته‌های مهندسی,مهندسی عمران,مکانیک خاک,https://fa.wikipedia.org/wiki/%D9%85%DA%A9%D8%A7%D9%86%DB%8C%DA%A9_%D8%AE%D8%A7%DA%A9,Soil mechanics,Engineering disciplines,Civil engineering,Soil mechanics,https://en.wikipedia.org/wiki/Soil_mechanics
میخ‌کوبی خاک,21,رشته‌های مهندسی,مهندسی عمران,مکانیک خاک,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AE%E2%80%8C%DA%A9%D9%88%D8%A8%DB%8C_%D8%AE%D8%A7%DA%A9,Soil nailing,Engineering disciplines,Civil engineering,Soil mechanics,https://en.wikipedia.org/wiki/Soil_nailing
هدایت هیدرولیک,21,رشته‌های مهندسی,مهندسی عمران,مکانیک خاک,https://fa.wikipedia.org/wiki/%D9%87%D8%AF%D8%A7%DB%8C%D8%AA_%D9%87%DB%8C%D8%AF%D8%B1%D9%88%D9%84%DB%8C%DA%A9,Hydraulic conductivity,Engineering disciplines,Civil engineering,Soil mechanics,https://en.wikipedia.org/wiki/Hydraulic_conductivity
انتقال رسوب,47,رشته‌های مهندسی,مهندسی عمران,مکانیک سیالات,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84_%D8%B1%D8%B3%D9%88%D8%A8,Sediment transport,Engineering disciplines,Civil engineering,Fluid mechanics,https://en.wikipedia.org/wiki/Sediment_transport
عدد ماخ,15,رشته‌های مهندسی,مهندسی عمران,مکانیک سیالات,https://fa.wikipedia.org/wiki/%D8%B9%D8%AF%D8%AF_%D9%85%D8%A7%D8%AE,Mach number,Engineering disciplines,Civil engineering,Fluid mechanics,https://en.wikipedia.org/wiki/Mach_number
مثلث سرعت,31,رشته‌های مهندسی,مهندسی عمران,مکانیک سیالات,https://fa.wikipedia.org/wiki/%D9%85%D8%AB%D9%84%D8%AB_%D8%B3%D8%B1%D8%B9%D8%AA,Velocity triangle,Engineering disciplines,Civil engineering,Fluid mechanics,https://en.wikipedia.org/wiki/Velocity_triangle
بام,21,رشته‌های مهندسی,مهندسی عمران,مهندسی سازه,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%85,Roof,Engineering disciplines,Civil engineering,Structural engineering,https://en.wikipedia.org/wiki/Roof
برج (سازه),17,رشته‌های مهندسی,مهندسی عمران,مهندسی سازه,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D8%AC_(%D8%B3%D8%A7%D8%B2%D9%87),Tower,Engineering disciplines,Civil engineering,Structural engineering,https://en.wikipedia.org/wiki/Tower
